期号,开奖日期,红球,蓝球,一等奖中奖注数,一等奖中奖金额,二等奖中奖注数,二等奖中奖金额,三等奖中奖注数,三等奖中奖金额,四等奖中奖注数,四等奖中奖金额,五等奖中奖注数,五等奖中奖金额,六等奖中奖注数,六等奖中奖金额,一等奖中奖地区,奖池金额
2022040,2022-04-12(二),"03,12,14,16,31,33",12,15,5830283,119,130821,1322,3000,72884,200,1344156,10,14783565,5,"北京1注,内蒙古1注,江苏1注,安徽1注,江西1注,山东1注,重庆2注,湖北4注,广东1注,贵州1注,陕西1注,共15注。",1832633915
2022039,2022-04-10(日),"02,06,07,10,15,20",05,5,9112790,177,145225,1693,3000,79297,200,1476259,10,9056092,5,"北京2注,浙江1注,福建1注,山东1注,共5注。",1873384741
2022038,2022-04-07(四),"09,12,13,16,24,32",04,5,8932134,67,366803,1024,3000,54426,200,1110914,10,9514398,5,"安徽1注,江西1注,山东1注,重庆1注,广东1注,共5注。",1841833878
2022037,2022-04-05(二),"01,10,13,20,22,32",14,3,10000000,74,372366,677,3000,39417,200,861539,10,6847023,5,"浙江1注,福建1注,重庆1注,共3注。",1812767035
2022036,2022-04-03(日),"02,03,14,16,26,31",02,7,8039081,110,241745,1112,3000,59635,200,1183135,10,8795969,5,"北京1注,山东1注,重庆1注,广东4注,共7注。",1760101650
2022035,2022-03-31(四),"08,12,13,19,23,25",15,8,7126487,169,125827,1773,3000,82237,200,1421190,10,10443059,5,"河北1注,浙江1注,福建1注,山东1注,河南2注,四川1注,贵州1注,共8注。",1736599330
2022034,2022-03-29(二),"14,17,26,31,32,33",10,9,7033420,49,466856,1083,3000,52816,200,1034743,10,12273697,5,"辽宁6注,吉林1注,江西1注,山东1注,共9注。",1729816605
2022033,2022-03-27(日),"05,12,19,22,25,26",05,11,6853773,192,132757,2019,3000,95725,200,1666450,10,9653032,5,"河北2注,浙江1注,山东1注,河南2注,湖北1注,海南1注,四川1注,贵州1注,云南1注,共11注。",1724489453
2022032,2022-03-24(四),"04,10,11,14,23,32",07,7,8228322,54,523107,968,3000,50898,200,1036778,10,8573311,5,"上海1注,安徽1注,四川5注,共7注。",1723412804
2022031,2022-03-22(二),"01,10,11,22,26,32",07,28,5507246,296,59978,1856,3000,87709,200,1466943,10,12841213,5,"山西2注,江苏1注,浙江4注,安徽2注,河南3注,湖北1注,广东1注,贵州1注,云南12注,陕西1注,共28注。",1696267600
2022030,2022-03-20(日),"12,23,24,26,27,30",05,18,5942310,55,385490,1634,3000,73945,200,1392454,10,13252504,5,"浙江1注,山东5注,广东12注,共18注。",1797209652
2022029,2022-03-17(四),"03,08,10,13,26,32",08,10,6314985,105,156545,1906,3000,92362,200,1645192,10,13440677,5,"天津1注,山西1注,江苏2注,浙江1注,安徽2注,湖北2注,广东1注,共10注。",1840565291
2022028,2022-03-15(二),"05,11,20,22,23,29",09,9,6991710,330,67899,1371,3000,82678,200,1572608,10,10054350,5,"山西1注,广东7注,陕西1注,共9注。",1854403191
2022027,2022-03-13(日),"14,15,18,19,26,32",09,3,10000000,74,270324,1422,3000,83144,200,1496532,10,16752819,5,"上海2注,云南1注,共3注。",1850108360
2022026,2022-03-10(四),"03,04,10,15,22,24",02,10,7519808,129,244167,1096,3000,60656,200,1226877,10,7547686,5,"内蒙古1注,江苏1注,浙江2注,福建1注,山东1注,广东2注,海南1注,深圳1注,共10注。",1820096321
2022025,2022-03-08(二),"06,19,24,25,28,32",04,1,10000000,98,261907,1184,3000,65320,200,1271944,10,10842155,5,"湖南1注,共1注。",1800801596
2022024,2022-03-06(日),"07,09,10,14,19,24",15,2,10000000,154,187504,1455,3000,82140,200,1599856,10,9964007,5,"山东1注,湖北1注,共2注。",1733800692
2022023,2022-03-03(四),"07,12,17,19,24,25",02,9,7444170,98,280580,1288,3000,70720,200,1393074,10,9472092,5,"山西1注,吉林1注,浙江1注,湖北1注,广东5注,共9注。",1667173674
2022022,2022-03-01(二),"01,07,11,15,17,19",06,9,6751389,162,121624,1841,3000,95683,200,1710271,10,12553973,5,"北京1注,河北1注,江苏3注,浙江1注,湖北1注,四川1注,宁夏1注,共9注。",1651680455
2022021,2022-02-27(日),"03,07,22,24,26,31",14,16,6650843,74,446173,975,3000,61811,200,1321737,10,8437330,5,"江西1注,广东15注,共16注。",1653333569
2022020,2022-02-24(四),"09,11,14,22,30,32",01,1,10000000,52,533809,803,3000,50405,200,1040870,10,10072002,5,"浙江1注,共1注。",1660696455
2022019,2022-02-22(二),"05,06,14,20,21,25",08,13,6113016,123,147044,2128,3000,95925,200,1614752,10,13848553,5,"上海1注,江苏1注,浙江2注,江西1注,广东6注,贵州1注,云南1注,共13注。",1587422145
2022018,2022-02-20(日),"07,11,16,17,30,32",16,2,10000000,178,169901,914,3000,59285,200,1239517,10,8891793,5,"天津1注,湖南1注,共2注。",1612631799
2022017,2022-02-17(四),"06,09,24,29,30,32",07,5,8716688,162,143390,1128,3000,70487,200,1372481,10,11173864,5,"北京2注,河北1注,贵州1注,甘肃1注,共5注。",1541904440
2022016,2022-02-15(二),"05,10,19,20,29,31",14,15,6190322,336,66424,2068,3000,98815,200,1670638,10,9929759,5,"河北2注,江苏2注,山东2注,湖北4注,湖南2注,广东1注,四川2注,共15注。",1515799969
2022015,2022-02-13(日),"06,14,16,27,28,31",07,9,6685876,95,199643,2388,3000,90213,200,1527884,10,14657414,5,"浙江2注,山东2注,湖北1注,广东1注,广西1注,云南1注,新疆1注,共9注。",1541699154
2022014,2022-02-10(四),"06,07,13,14,15,27",04,7,7794467,469,52135,1376,3000,76286,200,1386459,10,8474637,5,"河北1注,辽宁1注,上海1注,浙江1注,安徽1注,福建1注,广西1注,共7注。",1544973715
2022013,2022-02-08(二),"02,03,04,07,10,18",15,2,10000000,133,221005,1366,3000,64462,200,1337014,10,7260955,5,"山东1注,重庆1注,共2注。",1526180218
2022012,2022-01-27(四),"04,07,08,29,30,31",01,9,7305724,193,134401,2249,3000,107244,200,1918461,10,12203173,5,"内蒙古2注,黑龙江1注,浙江2注,福建1注,湖南1注,广东2注,共9注。",1457999052
2022011,2022-01-25(二),"06,15,23,24,25,33",15,4,10000000,125,239630,1478,3000,58576,200,1159337,10,7691970,5,"河北1注,辽宁1注,吉林1注,深圳1注,共4注。",1445932371
2022010,2022-01-23(日),"12,18,19,20,21,32",15,7,7878499,139,181200,1949,3000,89464,200,1614980,10,11446890,5,"北京1注,内蒙古1注,江苏1注,湖北1注,云南1注,陕西1注,新疆1注,共7注。",1396071026
2022009,2022-01-20(四),"04,15,17,19,25,28",16,1,10000000,266,112827,1024,3000,57970,200,1214030,10,7983998,5,"甘肃1注,共1注。",1375659920
2022008,2022-01-18(二),"02,03,07,09,20,21",13,3,10000000,132,179611,1339,3000,79633,200,1629158,10,10801916,5,"福建1注,广东1注,四川1注,共3注。",1295623770
2022007,2022-01-16(日),"01,20,22,23,25,28",16,3,10000000,81,459735,640,3000,46625,200,1077232,10,6769528,5,"广东3注,共3注。",1254497537
2022006,2022-01-13(四),"03,06,09,15,22,31",02,7,7682542,173,135677,2173,3000,95830,200,1681775,10,10924090,5,"河北3注,安徽1注,四川2注,新疆1注,共7注。",1172781808
2022005,2022-01-11(二),"07,10,12,16,19,31",16,2,10000000,74,379503,1112,3000,62198,200,1300134,10,9851401,5,"北京1注,湖北1注,共2注。",1156142875
2022004,2022-01-09(日),"05,19,24,28,30,32",14,9,6141105,62,207055,2173,3000,111283,200,1920330,10,23391660,5,"山西1注,江苏2注,河南1注,广东2注,广西1注,云南2注,共9注。",1091893203
2022003,2022-01-06(四),"02,05,16,17,18,30",06,7,7708412,181,130931,1968,3000,91043,200,1577681,10,13280726,5,"河北1注,江苏2注,湖南1注,海南1注,四川1注,云南1注,共7注。",1108650848
2022002,2022-01-04(二),"02,12,21,23,25,31",08,9,7295582,134,192726,1411,3000,71926,200,1403343,10,12856812,5,"天津1注,河北2注,浙江2注,江西1注,河南1注,云南1注,深圳1注,共9注。",1091513907
2022001,2022-01-02(日),"06,13,15,17,20,21",03,4,10000000,83,389050,1268,3000,69120,200,1351405,10,11787199,5,"江苏1注,浙江1注,湖南1注,四川1注,共4注。",1079698248
2021150,2021-12-30(四),"09,14,20,21,24,26",04,37,5660828,239,127879,2288,3000,99846,200,1869866,10,11170394,5,"北京1注,河北1注,安徽25注,福建1注,江西1注,重庆1注,河南1注,广西1注,贵州1注,陕西1注,新疆2注,深圳1注,共37注。其中一等奖特别奖为：北京1注,河北1注,安徽25注,重庆1注,河南1注,新疆2注。",1022824601
2021149,2021-12-28(二),"05,10,15,18,19,32",05,8,7864325,103,278089,1366,3000,75921,200,1446067,10,12077552,5,"内蒙古1注,上海1注,浙江3注,深圳3注,共8注。其中一等奖特别奖为：内蒙古1注,浙江1注。",1140585301
2021148,2021-12-26(日),"10,12,15,17,19,20",08,8,7622855,175,149877,1942,3000,95228,200,1716355,10,15659434,5,"辽宁1注,江西1注,湖南1注,广西2注,海南1注,四川1注,贵州1注,共8注。其中一等奖特别奖为：江西1注,广西2注,海南1注,四川1注。",1117570138
2021147,2021-12-23(四),"05,10,11,13,27,28",09,13,6608176,194,134705,5004,3000,114915,200,2023736,10,12269507,5,"北京2注,河北1注,辽宁2注,黑龙江1注,江苏2注,福建1注,河南1注,湖北1注,云南1注,深圳1注,共13注。其中一等奖特别奖为：北京2注,河北1注,辽宁2注,黑龙江1注,江苏2注,福建1注,云南1注。",1099867308
2021146,2021-12-21(二),"07,09,21,22,26,32",03,6,9424198,103,322150,1568,3000,81783,200,1646072,10,13051262,5,"内蒙古1注,江苏1注,浙江1注,河南1注,湖南1注,深圳1注,共6注。其中一等奖特别奖为：浙江1注,湖南1注。",1107375000
2021145,2021-12-19(日),"04,07,10,14,16,26",09,10,7832457,159,222677,1811,3000,106304,200,1896251,10,13235094,5,"吉林1注,上海2注,江苏1注,安徽1注,江西1注,重庆3注,河南1注,共10注。其中一等奖特别奖为：上海2注,安徽1注。",1064375720
2021144,2021-12-16(四),"02,05,13,15,23,26",07,5,9315997,172,156831,2181,3000,100376,200,1818706,10,16847455,5,"辽宁1注,上海1注,浙江1注,湖南1注,广东1注,共5注。其中一等奖特别奖为：浙江1注,湖南1注。",1036483149
2021143,2021-12-14(二),"01,09,11,13,20,29",09,41,5571480,158,185369,2099,3000,102841,200,1847795,10,14134736,5,"辽宁1注,上海1注,浙江2注,安徽32注,山东1注,广东3注,贵州1注,共41注。其中一等奖特别奖为：辽宁1注,浙江1注,安徽32注,山东1注,广东2注,贵州1注。",1002138181
2021142,2021-12-12(日),"04,07,17,19,20,24",16,8,8791842,227,167041,1642,3000,94056,200,1852762,10,11110610,5,"辽宁2注,黑龙江1注,河南1注,广东1注,云南1注,新疆1注,深圳1注,共8注。其中一等奖特别奖为：河南1注,广东1注,云南1注,深圳1注。",1142703731
2021141,2021-12-09(四),"01,14,19,23,26,30",10,7,8542650,132,234834,1383,3000,74249,200,1475684,10,15797325,5,"河北2注,福建1注,江西2注,湖北1注,甘肃1注,共7注。其中一等奖特别奖为：河北2注,福建1注,湖北1注,甘肃1注。",1099283201
2021140,2021-12-07(二),"05,10,16,26,27,33",01,20,6366303,694,49218,2916,3000,131648,200,1934360,10,8827282,5,"河北1注,山西1注,内蒙古1注,浙江1注,重庆9注,河南1注,湖北1注,四川3注,云南1注,青海1注,共20注。其中一等奖特别奖为：重庆5注,四川2注,云南1注,青海1注。",1066087178
2021139,2021-12-05(日),"12,14,19,23,24,27",01,14,7490724,193,225842,1358,3000,79425,200,1545315,10,10106904,5,"河北1注,辽宁1注,江苏5注,重庆1注,广东2注,四川2注,云南1注,陕西1注,共14注。其中一等奖特别奖为：河北1注,江苏5注,重庆1注,四川2注,云南1注,陕西1注。",1090940461
2021138,2021-12-02(四),"11,14,15,16,27,32",09,20,5685347,123,139298,2695,3000,124016,200,2089301,10,23212968,5,"河北1注,吉林1注,山东2注,重庆1注,河南1注,广东7注,广西1注,四川2注,云南2注,新疆2注,共20注。其中一等奖特别奖为：河北1注,吉林1注,山东1注,重庆1注,广东7注,四川1注,云南2注,新疆2注。",1065047563
2021137,2021-11-30(二),"03,07,10,14,21,24",01,19,6420588,274,123134,1796,3000,88992,200,1677279,10,11513744,5,"北京2注,辽宁1注,浙江1注,安徽3注,福建1注,重庆1注,四川2注,贵州4注,陕西3注,深圳1注,共19注。其中一等奖特别奖为：安徽1注,重庆1注,四川2注,贵州4注,陕西3注。",1127353431
2021136,2021-11-28(日),"02,06,09,15,19,28",16,10,7908192,319,113957,1777,3000,108928,200,2066923,10,12033664,5,"内蒙古2注,辽宁2注,浙江1注,安徽1注,山东2注,四川1注,云南1注,共10注。其中一等奖特别奖为：内蒙古2注,浙江1注,山东2注,四川1注。",1148127692
2021135,2021-11-25(四),"03,10,17,19,21,31",04,1,10000000,124,303985,1371,3000,73580,200,1449338,10,10873194,5,"安徽1注,共1注。其中一等奖特别奖为：安徽1注。",1118152404
2021134,2021-11-23(二),"01,02,16,19,25,31",08,11,7491866,109,314340,1246,3000,73202,200,1501384,10,12212826,5,"河北2注,上海1注,江苏1注,广东5注,云南2注,共11注。其中一等奖特别奖为：河北1注,上海1注,江苏1注,广东5注。",1015069784
2021133,2021-11-21(日),"01,03,12,19,27,31",10,12,7465121,171,216238,1708,3000,85746,200,1647164,10,12807060,5,"吉林1注,黑龙江1注,浙江1注,江西3注,湖南1注,广东1注,陕西2注,宁夏2注,共12注。其中一等奖特别奖为：黑龙江1注,浙江1注,江西3注,湖南1注,广东1注,宁夏2注。",994690824
2021132,2021-11-18(四),"01,04,06,14,20,28",08,6,7775391,171,121727,2515,3000,112683,200,2014998,10,21328314,5,"河北1注,山东2注,湖北1注,海南1注,云南1注,共6注。其中一等奖特别奖为：山东2注,湖北1注。",973341811
2021131,2021-11-16(二),"08,11,18,19,20,24",01,6,9453797,116,287961,1557,3000,83815,200,1646913,10,11350940,5,"内蒙古1注,江苏1注,浙江1注,福建1注,广西1注,云南1注,共6注。其中一等奖特别奖为：江苏1注,浙江1注,福建1注。",957547844
2021130,2021-11-14(日),"08,09,15,24,26,30",06,12,6336861,155,129373,2429,3000,115998,200,1966635,10,12934782,5,"江苏3注,浙江2注,安徽1注,河南1注,湖南1注,广东1注,四川1注,云南2注,共12注。",914060182
2021129,2021-11-11(四),"04,15,21,27,28,29",10,5,7512285,139,112962,1834,3000,87135,200,1538163,10,15575841,5,"浙江1注,福建1注,广东1注,四川1注,陕西1注,共5注。",929943762
2021128,2021-11-09(二),"05,17,20,21,23,33",04,3,10000000,66,369015,990,3000,54506,200,1090322,10,9806384,5,"内蒙古1注,湖南2注,共3注。",920399839
2021127,2021-11-07(日),"07,15,16,20,27,29",07,10,6816913,96,236577,1551,3000,77141,200,1348446,10,10983440,5,"上海1注,浙江1注,福建1注,江西1注,山东1注,广东2注,四川3注,共10注。",877334837
2021126,2021-11-04(四),"19,20,23,27,28,31",01,6,8689696,90,307474,716,3000,40239,200,895666,10,9209887,5,"山西1注,辽宁5注,共6注。",877369730
2021125,2021-11-02(二),"14,19,20,23,24,31",09,4,8898474,84,232052,1239,3000,65556,200,1223620,10,13381133,5,"内蒙古1注,上海1注,广东1注,甘肃1注,共4注。",846489745
2021124,2021-10-31(日),"01,03,18,22,29,32",02,8,7956250,117,252670,1011,3000,55712,200,1164759,10,9880553,5,"北京1注,江苏2注,福建2注,广东1注,深圳2注,共8注。",823606529
2021123,2021-10-28(四),"06,14,15,19,29,31",05,6,8473913,207,125866,1429,3000,81160,200,1561057,10,7844786,5,"河北1注,辽宁1注,山东1注,河南1注,湖北1注,湖南1注,共6注。",798569016
2021122,2021-10-26(二),"04,05,12,15,18,28",07,5,8231591,91,221949,1608,3000,78204,200,1406855,10,12300918,5,"北京1注,重庆1注,广东1注,贵州1注,云南1注,共5注。",771249437
2021121,2021-10-24(日),"04,05,12,16,22,30",15,7,7721874,205,116177,1769,3000,98135,200,1755290,10,10704926,5,"江苏1注,浙江1注,山东3注,甘肃2注,共7注。",751815051
2021120,2021-10-21(四),"01,07,08,12,13,18",05,40,5268563,496,27072,3968,3000,135450,200,1958845,10,12381809,5,"河北11注,山西1注,辽宁1注,吉林1注,黑龙江1注,浙江2注,山东1注,重庆2注,河南12注,湖北2注,广西1注,四川2注,陕西1注,甘肃1注,深圳1注,共40注。",734418962
2021119,2021-10-19(二),"03,09,10,11,28,29",13,15,6354639,356,71346,1861,3000,93916,200,1712832,10,6361168,5,"天津1注,辽宁1注,黑龙江1注,浙江1注,江西1注,重庆4注,湖北1注,湖南3注,广东1注,陕西1注,共15注。",904876996
2021118,2021-10-17(日),"02,06,14,18,20,31",13,6,8460209,126,205964,1285,3000,68471,200,1267023,10,11030667,5,"北京1注,浙江1注,山东1注,湖北1注,四川2注,共6注。",923998119
2021117,2021-10-14(四),"03,05,17,21,27,33",04,10,6782803,101,220644,1443,3000,69491,200,1187525,10,11293252,5,"安徽1注,河南2注,广东1注,贵州1注,云南5注,共10注。",896904658
2021116,2021-10-12(二),"06,14,17,18,31,33",06,3,10000000,46,552161,1108,3000,51903,200,1035380,10,9691974,5,"上海1注,安徽1注,广东1注,共3注。",897877549
2021115,2021-10-10(日),"02,10,12,15,24,27",08,5,7857682,100,178605,1755,3000,82453,200,1469923,10,15677560,5,"河北1注,内蒙古1注,福建1注,广东1注,云南1注,共5注。",851679247
2021114,2021-10-07(四),"04,06,08,14,24,27",02,3,10000000,177,158159,1159,3000,49586,200,1051972,10,5884946,5,"河北1注,山西2注,共3注。",837386111
2021113,2021-10-05(二),"04,07,10,22,27,30",02,12,6380290,231,89629,1313,3000,69736,200,1260963,10,6093964,5,"江苏1注,浙江1注,安徽1注,福建1注,江西1注,山东4注,广东1注,广西1注,四川1注,共12注。",783403562
2021112,2021-09-30(四),"05,06,21,25,28,33",07,22,5394421,229,47364,4288,3000,157535,200,2140687,10,14460308,5,"北京2注,河北1注,上海1注,江苏2注,浙江4注,安徽3注,福建1注,广东2注,广西1注,四川2注,贵州1注,陕西1注,深圳1注,共22注。",797853981
2021111,2021-09-28(二),"17,20,22,23,26,28",06,3,10000000,96,219919,1367,3000,66536,200,1272844,10,12202161,5,"河北1注,河南1注,广东1注,共3注。",883991506
2021110,2021-09-26(日),"10,13,15,24,31,32",02,5,9736534,246,120338,999,3000,48494,200,978568,10,10488816,5,"浙江1注,山东1注,四川1注,云南1注,陕西1注,共5注。",850654756
2021109,2021-09-23(四),"02,03,10,17,20,26",16,4,9492827,132,170182,1041,3000,64041,200,1255240,10,12270077,5,"内蒙古1注,黑龙江1注,福建1注,广东1注,共4注。",810527410
2021108,2021-09-21(二),"11,15,18,24,26,32",09,5,8478207,118,184227,1022,3000,64483,200,1287213,10,10161904,5,"福建1注,山东3注,重庆1注,共5注。",781106313
2021107,2021-09-19(日),"02,03,17,19,25,30",01,7,7867703,151,166174,1967,3000,87514,200,1471919,10,8281192,5,"天津1注,浙江2注,山东1注,湖北2注,广东1注,共7注。",758280964
